1 1
4 2
11 1
11 4
12 2
13 1
13 4
14 4
15 3
15 3
16 3
21 2
25 1
26 3
28 4
29 3
30 1
30 2
30 3
34 4
36 1
36 1
40 2
40 3
43 1
43 2
43 3
47 1
48 2
51 4
54 1
55 4
55 4
58 4
61 1
62 3
64 1
65 1
67 1
70 3
72 2
72 3
73 1
73 2
76 4
77 3
77 3
77 4
81 4
82 3
91 2
91 3
93 2
93 2
94 3
97 2
98 3
99 4
101 1
101 1
101 3
106 1
107 2
108 1
108 3
109 3
110 1
111 1
114 4
115 4
118 3
120 2
121 1
123 2
126 2
128 2
129 1
130 1
136 1
136 4
139 1
139 4
141 3
142 2
142 3
146 1
151 3
152 4
153 3
153 4
155 3
156 4
158 1
161 3
165 1
165 2
173 3
174 2
178 1
178 4
179 2
182 2
184 3
185 2
187 1
187 4
187 4
191 1
191 1
191 2
192 3
196 3
197 1
198 2
199 1
203 4
204 4
206 1
206 2
206 3
207 3
209 2
210 4
213 3
215 1
215 2
215 3
221 4
223 1
225 2
232 3
234 2
236 2
236 3
237 1
237 4
240 1
240 1
240 2
243 1
246 1
246 3
248 1
250 4
250 4
254 4
257 1
261 4
267 1
268 2
269 3
271 1
271 3
272 3
279 2
281 2
283 2
287 2
287 4
290 1
293 3
294 1
294 3
295 4
296 1
301 3
304 3
304 4
305 1
306 3
309 1
310 3
312 1
312 2
318 3
320 1
323 2
324 4
325 2
332 3
332 4
334 1
339 2
341 4
344 1
347 4
349 1
351 4
353 3
353 4
354 3
362 1
362 3
365 3
367 3
368 2
369 4
369 4
370 2
373 4
379 3
383 1
390 1
392 3
392 3
394 1
397 1
399 3
400 1
401 4
403 1
407 4
409 1
412 2
414 1
414 2
416 2
416 4
418 2
421 2
421 2
421 4
422 4
435 3
436 4
440 1
440 2
443 1
444 1
446 1
446 2
447 1
448 3
449 4
455 4
459 4
462 3
462 4
463 3
472 4
474 2
476 2
480 3
481 3
482 2
482 3
482 4
484 3
485 1
485 2
489 1
490 1
490 3
492 4
493 1
504 1
505 1
508 2
508 4
517 1
517 3
519 4
520 2
522 2
522 3
525 3
525 3
529 2
529 3
529 4
530 1
530 2
530 4
531 3
531 4
532 4
542 1
542 3
546 3
546 3
549 1
552 3
556 2
560 1
561 1
561 4
567 2
570 2
570 4
572 2
573 4
578 2
579 1
581 1
581 4
586 2
590 1
591 3
593 4
595 3
600 4
602 4
603 4
605 2
606 1
606 1
608 2
609 1
611 1
611 2
611 3
615 4
618 1
621 4
622 1
625 3
632 2
632 3
634 2
636 4
637 2
640 4
642 2
644 2
645 3
646 1
647 3
648 4
651 3
655 3
658 2
660 2
664 2
664 4
665 1
665 2
668 4
670 1
671 2
673 2
676 2
678 4
679 3
680 2
684 2
685 4
686 3
694 3
695 3
696 2
696 2
696 2
702 3
702 4
702 4
707 3
708 1
709 3
711 2
712 1
713 3
714 4
719 1
723 2
725 1
728 2
729 4
731 3
732 2
735 1
735 2
736 4
738 2
740 1
740 2
740 3
749 3
751 1
752 1
753 3
754 1
762 3
763 3
765 3
766 3
767 1
769 2
774 1
774 4
774 4
777 3
783 3
784 1
787 2
788 4
790 1
791 1
792 3
793 3
794 2
795 4
799 3
799 4
800 4
801 2
801 3
801 4
803 2
803 2
803 4
803 4
804 1
805 3
809 4
812 1
813 1
818 2
818 2
818 3
824 2
830 2
831 3
831 4
832 4
834 4
835 2
838 1
839 2
840 1
840 2
843 2
844 3
845 3
846 1
851 2
853 1
853 2
853 3
855 1
858 4
859 3
864 1
865 1
866 1
866 4
868 1
868 1
873 4
875 2
878 1
879 2
879 3
881 4
883 1
883 3
888 4
891 4
893 3
894 1
894 1
898 3
900 4
901 4
904 1
904 2
907 4
909 1
911 3
916 2
917 1
918 2
920 2
924 3
924 4
925 1
926 4
929 4
930 4
931 1
932 2
933 3
934 1
934 4
935 1
937 4
939 3
940 4
941 3
942 2
945 3
948 2
949 1
950 2
951 1
952 1
957 3
958 1
958 4
959 4
960 2
