2 2
3 1
6 1
7 6
9 2
10 5
17 2
17 5
18 2
19 2
21 4
24 3
27 1
28 3
34 4
35 1
38 5
39 4
40 5
40 5
40 6
42 4
43 5
43 6
44 4
45 1
46 1
47 2
49 2
51 5
54 6
56 5
61 4
61 6
67 5
68 4
72 1
73 1
78 3
92 5
95 1
96 6
97 2
101 4
102 1
102 6
103 2
105 4
109 6
115 4
117 5
121 2
127 1
127 3
128 6
133 1
133 3
135 2
135 3
135 4
136 6
139 3
141 2
142 1
148 2
149 4
151 1
151 1
151 4
152 1
156 1
157 3
159 1
161 2
162 6
164 5
166 1
168 6
171 6
172 6
175 3
182 4
182 6
186 3
186 4
186 5
190 2
192 1
194 5
199 1
200 4
203 2
208 5
211 2
216 1
218 6
219 6
223 2
225 1
225 3
227 3
230 4
230 6
232 6
237 2
242 3
242 4
245 2
250 3
254 1
254 5
260 3
262 1
264 4
264 6
267 6
271 1
277 6
278 3
279 3
281 4
283 1
287 5
288 4
290 1
292 3
296 2
299 6
300 5
309 5
311 6
313 1
314 2
314 4
314 4
316 3
317 2
317 5
320 5
321 4
322 6
330 1
330 4
330 5
334 1
340 2
342 1
343 6
347 2
347 3
347 4
348 6
356 2
358 1
360 3
364 4
364 5
366 1
366 1
366 3
366 4
367 5
372 2
378 6
381 5
382 3
387 3
387 4
388 1
388 2
388 4
397 3
398 6
400 2
400 3
407 2
412 3
413 1
419 3
421 1
425 3
426 4
426 5
428 6
429 3
433 3
433 3
437 2
441 3
441 5
442 3
447 2
449 5
451 4
452 4
453 3
455 4
461 6
467 4
471 6
477 3
477 6
483 3
485 1
485 6
489 1
490 3
492 1
494 1
494 2
497 6
498 1
499 2
502 6
505 4
506 4
509 1
509 1
511 3
511 5
513 1
513 1
515 2
519 6
524 2
526 4
534 2
535 4
537 1
539 5
540 2
544 1
545 6
546 3
547 2
550 3
554 4
556 4
558 6
561 5
563 4
569 6
573 5
579 1
580 2
584 4
585 4
585 4
586 6
590 6
593 6
594 6
596 3
603 5
606 1
608 2
611 6
614 3
615 6
617 3
617 4
620 3
622 1
622 3
629 6
631 4
633 2
634 3
636 1
641 2
642 2
650 6
652 5
655 1
655 5
658 1
668 6
668 6
669 1
669 2
673 1
678 6
679 1
680 4
681 6
684 1
684 1
684 4
684 6
688 4
689 2
693 5
696 3
698 1
699 2
700 4
703 3
711 5
711 5
715 4
